id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
1264,2026-02-23,Snack,0,,82,Watermelon (1 cup diced),Fruit,46.0,0.9,11.5,0.2
1265,2026-02-23,Breakfast,250,,83,English Muffin (whole wheat),Grain,134.0,6.0,26.0,1.0
1266,2026-02-23,Lunch,250,,84,Peanut Butter & Jelly Sandwich,Meal/Processed,390.0,12.0,50.0,17.0
1267,2026-02-23,Lunch,0,,85,Clam Chowder (1 cup),Meal/Seafood,200.0,10.0,18.0,9.0
1268,2026-02-23,Snack,500,,86,Iced Tea (Sweetened 16oz),Beverage,180.0,0.0,46.0,0.0
1269,2026-02-23,Dinner,250,,87,Lasagna (1 serving meat),Meal/Pasta,350.0,20.0,30.0,17.0
1270,2026-02-23,Dinner,0,,88,Garlic Bread (1 slice),Grain,150.0,4.0,18.0,7.0
1271,2026-02-23,Snack,0,,89,Chocolate Milk (1 cup),Beverage/Dairy,200.0,8.0,26.0,8.0
1272,2026-02-23,Breakfast,0,,90,White Bread (1 slice),Grain,70.0,2.0,13.0,1.0
1273,2026-02-23,Breakfast,0,,91,Jelly (1 tbsp grape),Condiment,50.0,0.0,13.0,0.0
1274,2026-02-23,Lunch,250,,92,Veggie Burger (1 patty),Protein/Vegetarian,120.0,11.0,10.0,4.0
1275,2026-02-23,Lunch,0,,93,Bun (hamburger),Grain,140.0,4.0,26.0,2.0
1276,2026-02-23,Lunch,0,,94,Ketchup (1 tbsp),Condiment,20.0,0.2,5.0,0.1
1277,2026-02-23,Breakfast,250,,95,Muffin (Blueberry 1 large),Grain/Dessert,380.0,5.0,55.0,16.0
1278,2026-02-23,Breakfast,250,,96,Coffee (with cream/sugar),Beverage,50.0,0.5,5.0,3.0
1279,2026-02-23,Snack,0,,97,Potato Chips (1 oz),Snack/Processed,160.0,2.0,15.0,10.0
1280,2026-02-23,Dinner,0,,98,Tzatziki Sauce (2 tbsp),Condiment/Dairy,30.0,1.5,2.0,2.0
1281,2026-02-23,Dinner,0,,99,Scallops (3oz seared),Protein/Seafood,95.0,17.0,5.0,1.0
1282,2026-02-23,Dinner,0,,100,Risotto (Mushroom 1 cup),Meal/Grain,250.0,7.0,35.0,9.0
1283,2026-02-23,Lunch,250,,101,Caprese Salad,Meal/Vegetable,240.0,10.0,8.0,18.0
1284,2026-02-23,Lunch,0,,102,Balsamic Vinaigrette (2 tbsp),Condiment,90.0,0.0,3.0,9.0
1285,2026-02-23,Snack,0,,103,Cherries (1 cup),Fruit,77.0,1.6,19.0,0.5
1286,2026-02-23,Breakfast,0,,104,Turkey Bacon (2 slices),Protein/Meat,70.0,6.0,1.0,5.0
1287,2026-02-23,Breakfast,0,,105,Grits (1 cup cooked),Grain,150.0,3.0,32.0,1.0
1288,2026-02-23,Breakfast,0,,106,Butter (1 tbsp),Condiment/Dairy,100.0,0.1,0.0,11.0
1289,2026-02-23,Lunch,500,,107,Meatball Sub (6 inch),Meal/Processed,580.0,28.0,55.0,27.0
1290,2026-02-23,Snack,0,,108,Kiwifruit (1 medium),Fruit,46.0,0.9,11.1,0.4
1291,2026-02-23,Snack,0,,109,Beef Jerky (1 oz),Snack/Processed,116.0,9.4,3.1,7.2
1292,2026-02-23,Snack,0,,110,Figs (2 medium),Fruit,74.0,0.6,19.2,0.3
1293,2026-02-23,Dinner,250,,111,Lobster (3oz steamed),Protein/Seafood,76.0,16.0,0.0,0.7
1294,2026-02-23,Dinner,0,,112,Melted Butter (for lobster),Condiment,200.0,0.2,0.0,22.0
1295,2026-02-23,Dinner,0,,113,Corn on the Cob (1 large),Vegetable,125.0,5.0,29.0,1.5
1296,2026-02-23,Lunch,250,,114,Vegetable Soup (1 can),Meal/Vegetable,140.0,4.0,22.0,4.0
1297,2026-02-23,Lunch,0,,115,Saltine Crackers (5 crackers),Grain/Processed,60.0,1.0,10.0,1.5
1298,2026-02-23,Snack,0,,116,Mango (1 cup slices),Fruit,99.0,1.4,24.7,0.6
1299,2026-02-23,Snack,250,,117,Cheesecake (1 slice),Dessert,320.0,5.0,28.0,21.0
1300,2026-02-23,Dinner,500,,118,Pad Thai (Chicken 1.5 cups),Meal/Pasta,550.0,25.0,60.0,22.0
1301,2026-02-23,Dinner,0,,119,Spring Roll (Veg 2 rolls),Snack/Processed,180.0,4.0,25.0,7.0
1302,2026-02-23,Snack,240,,120,Coconut Water (1 cup),Beverage,46.0,1.7,8.9,0.5
1303,2026-02-23,Side,0,,121,Kimchi (1/2 cup),Vegetable,22.0,1.7,4.0,0.4
1304,2026-02-23,Lunch,0,,122,Sashimi (Salmon 3 pcs),Protein/Fish,120.0,18.0,0.0,5.0
1305,2026-02-23,Lunch,0,,123,Wasabi (1 tsp),Condiment,10.0,0.1,2.2,0.1
1306,2026-02-23,Lunch,0,,124,Seaweed Salad (1/2 cup),Vegetable,60.0,2.0,8.0,3.0
1307,2026-02-23,Lunch,250,,125,French Onion Soup (1 cup),Meal,150.0,6.0,15.0,7.0
1308,2026-02-23,Lunch,0,,126,Croutons (1/4 cup),Grain,50.0,1.5,7.0,2.0
1309,2026-02-23,Dinner,250,,127,Shepherd's Pie (1 serving),Meal/Meat,400.0,20.0,35.0,20.0
1310,2026-02-23,Dinner,0,,128,Green Peas (1/2 cup),Legume,62.0,4.1,11.1,0.2
1311,2026-02-23,Snack,0,,129,Apple Pie (1 slice),Dessert,410.0,3.0,58.0,19.0
1312,2026-02-23,Snack,180,,130,Gin & Tonic (1 drink),Beverage,170.0,0.0,13.0,0.0
1313,2026-02-23,Dinner,0,,131,Red Wine (5 oz glass),Beverage,125.0,0.1,3.8,0.0
1314,2026-02-23,Dinner,250,,132,Halibut (4oz baked),Protein/Fish,125.0,24.0,0.0,2.5
1315,2026-02-23,Lunch,250,,133,Quinoa Salad (1 cup),Meal/Vegetarian,260.0,9.0,32.0,12.0
1316,2026-02-23,Snack,240,,134,Lemonade (1 cup),Beverage,99.0,0.1,26.0,0.0
1317,2026-02-23,Snack,0,,135,Pistachios (1 oz shelled),Nut,159.0,5.7,7.7,12.8
1318,2026-02-23,Breakfast,0,,136,Oat Milk (1 cup),Beverage/Dairy-Alt,120.0,3.0,16.0,5.0
1319,2026-02-23,Breakfast,250,,137,Biscuits and Gravy (1 serving),Meal/Processed,480.0,10.0,45.0,28.0
1320,2026-02-23,Breakfast,0,,138,Avocado (1/2 fruit),Fruit,160.0,2.0,8.5,14.7
1321,2026-02-23,Breakfast,0,,139,Corn Flakes (1 cup),Grain,100.0,2.0,24.0,0.0
1322,2026-02-23,Dinner,0,,140,T-Bone Steak (6oz),Protein/Meat,460.0,38.0,0.0,33.0
1323,2026-02-23,Dinner,0,,141,Creamed Spinach (1/2 cup),Vegetable,190.0,5.0,8.0,16.0
1324,2026-02-23,Snack,0,,142,Pecans (1 oz),Nut,196.0,2.6,3.9,20.4
1325,2026-02-23,Snack,0,,143,Fruit Cocktail (canned 1 cup),Fruit,110.0,1.0,28.0,0.0
1326,2026-02-23,Lunch,500,,144,Ramen (Instant 1 pack),Meal/Processed,380.0,9.0,53.0,14.0
1327,2026-02-23,Snack,473,,145,Mocha Latte (16oz),Beverage,360.0,12.0,48.0,15.0
1328,2026-02-23,Snack,0,,146,Cucumber Slices (1 cup),Vegetable,16.0,0.7,3.6,0.1
1329,2026-02-23,Lunch,0,,147,Feta Cheese (1 oz),Dairy,75.0,4.0,1.2,6.1
1330,2026-02-23,Lunch,0,,148,Olives (Kalamata 5 large),Fruit,35.0,0.2,1.0,3.5
1331,2026-02-23,Dinner,250,,149,Chicken Alfredo (1.5 cups),Meal/Pasta,680.0,35.0,45.0,38.0
1332,2026-02-23,Dinner,0,,150,Breadstick (1 large),Grain,160.0,4.0,28.0,3.0
1333,2026-02-23,Lunch,500,,151,Cobb Salad,Meal/Protein,510.0,30.0,12.0,38.0
1334,2026-02-23,Lunch,0,,152,Blue Cheese Dressing (2 tbsp),Condiment,150.0,1.0,2.0,16.0
1335,2026-02-23,Snack,0,,153,Mandarin Orange (1 medium),Fruit,37.0,0.6,9.3,0.2
1336,2026-02-23,Snack,0,,154,Cashews (1 oz roasted),Nut,163.0,4.3,9.2,13.1
1337,2026-02-23,Breakfast,0,,155,Eggo Waffle (2 waffles),Grain/Processed,180.0,4.0,30.0,5.0
1338,2026-02-23,Lunch,355,,156,Diet Soda (1 can),Beverage,0.0,0.0,0.0,0.0
1339,2026-02-23,Lunch,250,,157,Pulled Pork Sandwich,Meal/Meat,480.0,25.0,48.0,20.0
1340,2026-02-23,Snack,0,,158,Macadamia Nuts (1 oz),Nut,204.0,2.2,3.9,21.5
1341,2026-02-23,Dinner,250,,159,Crab Cakes (2 medium),Meal/Seafood,340.0,20.0,18.0,20.0
1342,2026-02-23,Dinner,0,,160,Tartar Sauce (2 tbsp),Condiment,60.0,0.2,2.0,5.5
1343,2026-02-23,Snack,0,,161,Lemon Bar (1 square),Dessert,150.0,1.5,22.0,6.0
1344,2026-02-23,Breakfast,240,,162,Almond Milk (Unsweetened 1 cup),Beverage/Dairy-Alt,30.0,1.0,1.0,2.5
1345,2026-02-23,Breakfast,0,,163,Rice Krispies (1.5 cups),Grain,160.0,3.0,37.0,0.5
1346,2026-02-23,Breakfast,0,,164,Sugar (1 tsp for cereal),Condiment,16.0,0.0,4.0,0.0
1347,2026-02-23,Lunch,0,,165,Tuna (Canned 3oz in water),Protein/Fish,90.0,20.0,0.0,1.0
1348,2026-02-23,Lunch,0,,166,Mayonnaise (1 tbsp),Condiment,90.0,0.1,0.1,10.0
1349,2026-02-23,Lunch,0,,167,Pickle (1 spear dill),Vegetable,5.0,0.2,1.0,0.1
1350,2026-02-23,Lunch,250,,168,Lobster Bisque (1 cup),Meal/Seafood,250.0,8.0,12.0,18.0
1351,2026-02-23,Lunch,500,,169,Reuben Sandwich,Meal/Processed,650.0,28.0,35.0,40.0
1352,2026-02-23,Lunch,0,,170,Sauerkraut (1/4 cup side),Vegetable,7.0,0.3,1.5,0.0
1353,2026-02-23,Dinner,0,,171,Mushroom (White 1 cup sliced),Vegetable,15.0,2.2,2.3,0.2
1354,2026-02-23,Breakfast,240,,172,Soy Milk (Original 1 cup),Beverage/Dairy-Alt,110.0,8.0,9.0,4.5
1355,2026-02-23,Dinner,250,,173,Chicken Tikka Masala (1.5 cups),Meal/Meat,480.0,30.0,20.0,30.0
1356,2026-02-23,Dinner,0,,174,Naan Bread (1 piece),Grain,260.0,8.0,45.0,5.0
1357,2026-02-23,Dinner,0,,175,Cucumber Salad (1/2 cup),Vegetable,40.0,1.0,5.0,2.0
1358,2026-02-23,Snack,180,,176,Vodka Soda (1 drink),Beverage,100.0,0.0,0.0,0.0
1359,2026-02-23,Breakfast,250,,177,Chocolate Croissant,Dessert,350.0,6.0,40.0,19.0
1360,2026-02-23,Dinner,0,,178,Sweet & Sour Chicken (1 cup),Meal/Processed,380.0,18.0,45.0,15.0
1361,2026-02-23,Dinner,0,,179,Egg Drop Soup (1 cup),Meal/Vegetable,65.0,5.0,6.0,2.0
1362,2026-02-23,Snack,0,,180,String Cheese (1 stick),Dairy,80.0,6.0,1.0,6.0
1363,2026-02-23,Lunch,250,,181,Turkey Burger (1 patty),Protein/Meat,160.0,22.0,2.0,8.0
1364,2026-02-23,Lunch,0,,182,Potato Salad (1/2 cup),Meal/Vegetable,180.0,2.0,19.0,11.0
1365,2026-02-23,Breakfast,240,,183,Cranberry Juice (1 cup),Beverage,130.0,0.0,33.0,0.0
1366,2026-02-23,Dinner,250,,184,Chicken Piccata (1 serving),Meal/Meat,350.0,30.0,10.0,20.0
1367,2026-02-23,Dinner,0,,185,Angel Hair Pasta (1 cup),Grain,200.0,7.0,42.0,1.0
1368,2026-02-23,Dinner,0,,186,Olive Oil (1 tbsp),Condiment,120.0,0.0,0.0,14.0
1369,2026-02-23,Dinner,0,,187,Garlic (1 clove),Vegetable,4.0,0.2,0.9,0.0
1370,2026-02-23,Snack,0,,188,Salami (3 slices),Protein/Processed,110.0,6.0,1.0,9.0
1371,2026-02-23,Snack,0,,189,Provolone Cheese (1 slice),Dairy,100.0,7.0,1.0,8.0
1372,2026-02-23,Snack,355,,190,Ginger Ale (1 can),Beverage,124.0,0.0,32.0,0.0
1373,2026-02-23,Dinner,0,,191,Shrimp Scampi (1 cup),Meal/Seafood,380.0,22.0,40.0,15.0
1374,2026-02-23,Snack,250,,192,Tiramisu (1 slice),Dessert,450.0,7.0,42.0,28.0
1375,2026-02-23,Breakfast,250,,193,Cereal Bar (Fruit),Snack/Processed,140.0,2.0,30.0,3.0
1376,2026-02-23,Dinner,250,,194,Veal Parmesan (1 serving),Meal/Meat,550.0,40.0,30.0,30.0
1377,2026-02-23,Dinner,0,,195,Spaghetti (side),Grain,100.0,3.5,21.0,0.5
1378,2026-02-23,Snack,240,,196,Hot Chocolate (1 cup),Beverage,200.0,3.0,30.0,8.0
1379,2026-02-23,Dinner,0,,197,Coconut Shrimp (5 pcs),Meal/Seafood,320.0,10.0,25.0,20.0
1380,2026-02-23,Dinner,0,,198,Sweet Chili Sauce (2 tbsp),Condiment,70.0,0.0,17.0,0.0
1381,2026-02-23,Dinner,0,,199,White Wine (5 oz glass),Beverage,121.0,0.1,3.8,0.0
1382,2026-02-23,Snack,250,,200,Trail Mix (1/4 cup),Snack/Processed,190.0,5.0,20.0,12.0
1383,2026-02-23,Snack,0,,201,Onion Rings (6 rings),Snack/Processed,280.0,4.0,30.0,16.0
1384,2026-02-23,Breakfast,0,,202,Poached Egg (1 large),Protein,72.0,6.3,0.4,4.8
1385,2026-02-23,Breakfast,0,,203,Canadian Bacon (2 slices),Protein/Meat,80.0,12.0,1.0,3.0
1386,2026-02-23,Breakfast,250,,204,Eggs Benedict (1 serving),Meal/Protein,600.0,25.0,30.0,40.0
1387,2026-02-23,Breakfast,0,,205,Hollandaise Sauce (2 tbsp),Condiment,110.0,1.0,0.5,12.0
1388,2026-02-23,Snack,0,,206,Spinach Artichoke Dip (1/4 cup),Snack/Processed,160.0,5.0,6.0,14.0
1389,2026-02-23,Snack,0,,207,Tortilla Chips (1 oz),Snack/Processed,140.0,2.0,19.0,7.0
1390,2026-02-23,Dinner,250,,208,Chicken Kebab (2 skewers),Meal/Meat,280.0,30.0,8.0,14.0
1391,2026-02-23,Dinner,0,,209,Bell Peppers & Onions (sautéed),Vegetable,60.0,1.5,10.0,2.0
1392,2026-02-23,Lunch,500,,210,Hummus Wrap (large),Meal/Vegetarian,450.0,15.0,60.0,18.0
1393,2026-02-23,Snack,240,,211,Kombucha (1 cup),Beverage,30.0,0.0,7.0,0.0
1394,2026-02-23,Dinner,0,,212,Beef Stroganoff (1.5 cups),Meal/Pasta,550.0,30.0,40.0,28.0
1395,2026-02-23,Dinner,0,,213,Egg Noodles (1 cup cooked),Grain,220.0,8.0,40.0,3.0
1396,2026-02-23,Lunch,250,,214,Cottage Cheese (1 cup low fat),Dairy,160.0,28.0,6.0,2.5
1397,2026-02-23,Lunch,0,,215,Tomato (1 medium sliced),Vegetable,22.0,1.1,4.8,0.2
1398,2026-02-23,Lunch,0,,216,Black Pepper (1 tsp),Condiment,6.0,0.2,1.5,0.1
1399,2026-02-23,Snack,0,,217,Chocolate Pudding (1/2 cup),Dessert,150.0,2.0,28.0,4.0
1400,2026-02-23,Dinner,0,,218,Mackerel (3oz cooked),Protein/Fish,175.0,16.0,0.0,12.0
1401,2026-02-23,Dinner,0,,219,Collard Greens (1 cup cooked),Vegetable,60.0,5.0,10.0,1.0
1402,2026-02-23,Lunch,0,,220,Ham (3oz deli sliced),Protein/Meat,110.0,16.0,2.0,4.0
1403,2026-02-23,Lunch,0,,221,Swiss Cheese (1 slice),Dairy,106.0,7.6,1.0,8.0
1404,2026-02-23,Lunch,0,,222,Rye Bread (1 slice),Grain,83.0,2.7,15.5,1.1
1405,2026-02-23,Lunch,250,,223,Potato Leek Soup (1 cup),Meal/Vegetable,180.0,4.0,25.0,7.0
1406,2026-02-23,Snack,0,,224,Brie Cheese (1 oz),Dairy,95.0,6.0,0.1,7.9
1407,2026-02-23,Snack,0,,225,Water Cracker (5 crackers),Grain/Processed,70.0,1.5,12.0,1.5
1408,2026-02-23,Breakfast,0,,226,Grapefruit (1/2 medium),Fruit,52.0,1.1,13.2,0.2
1409,2026-02-23,Snack,0,,227,Veggie Straws (1 oz),Snack/Processed,130.0,1.0,17.0,7.0
1410,2026-02-23,Dinner,500,,228,Fish Tacos (2 tacos),Meal/Fish,420.0,25.0,40.0,18.0
1411,2026-02-23,Dinner,0,,229,Cabbage Slaw (side),Vegetable,60.0,1.0,8.0,3.0
1412,2026-02-23,Dinner,0,,230,Lime (juice of 1),Condiment,11.0,0.2,3.7,0.0
1413,2026-02-23,Snack,355,,231,Beer (12 oz light),Beverage,103.0,0.9,5.8,0.0
1414,2026-02-23,Breakfast,250,,232,Danish (Cheese 1 medium),Dessert,340.0,7.0,38.0,18.0
1415,2026-02-23,Breakfast,240,,233,Kefir (Plain 1 cup),Beverage/Dairy,104.0,10.0,10.0,2.5
1416,2026-02-23,Dinner,0,,234,Gnocchi (1 cup),Meal/Pasta,210.0,4.5,45.0,1.5
1417,2026-02-23,Dinner,0,,235,Pesto Sauce (1/4 cup),Condiment,260.0,5.0,4.0,26.0
1418,2026-02-23,Dinner,0,,236,Pine Nuts (1 tbsp),Nut,95.0,2.0,2.0,10.0
1419,2026-02-23,Snack,355,,237,Chai Latte (12 oz),Beverage,190.0,7.0,32.0,4.0
1420,2026-02-23,Dinner,0,,238,Manicotti (2 shells cheese),Meal/Pasta,380.0,20.0,35.0,18.0
1421,2026-02-23,Dinner,0,,239,Italian Sausage (1 link),Protein/Meat,200.0,12.0,3.0,16.0
1422,2026-02-23,Snack,0,,240,Jicama (1 cup sticks),Vegetable,46.0,0.9,10.6,0.1
1423,2026-02-23,Snack,0,,241,Chili Powder (1 tsp),Condiment,8.0,0.3,1.4,0.4
1424,2026-02-23,Snack,250,,242,Ants on a Log (4 pcs),Snack,180.0,6.0,12.0,12.0
1425,2026-02-23,Lunch,250,,243,Split Pea Soup (1 cup),Meal/Legume,180.0,11.0,30.0,2.0
1426,2026-02-23,Breakfast,250,,244,Ham & Cheese Croissant,Meal/Processed,400.0,15.0,35.0,22.0
1427,2026-02-23,Breakfast,60,,245,Espresso (double shot),Beverage,5.0,0.5,0.0,0.1
1428,2026-02-23,Dinner,0,,246,Ricotta Cheese (1/4 cup),Dairy,85.0,5.5,2.5,6.0
1429,2026-02-23,Lunch,250,,247,Chicken & Rice Soup (1 can),Meal/Processed,130.0,7.0,18.0,3.0
1430,2026-02-23,Dinner,0,,248,Salt (1/4 tsp),Condiment,0.0,0.0,0.0,0.0
1431,2026-02-23,Snack,0,,249,Guava,Fruit,68.0,2.6,14.3,0.9
1432,2026-02-23,Lunch,500,,250,Club Sandwich,Meal/Processed,580.0,35.0,40.0,30.0
1433,2026-02-23,Snack,0,,251,Pickle (1 whole dill),Vegetable,17.0,0.8,3.7,0.2
1434,2026-02-23,Dinner,250,,252,Turkey Chili (1 cup),Meal/Meat,250.0,22.0,25.0,7.0
1435,2026-02-23,Dinner,0,,253,Sour Cream (2 tbsp),Condiment/Dairy,60.0,0.8,1.3,5.8
1436,2026-02-23,Dinner,0,,254,Shredded Cheese (Cheddar 1/4 cup),Dairy,115.0,7.0,1.0,9.5
1437,2026-02-23,Snack,355,,255,Matcha Latte (12 oz),Beverage,180.0,6.0,28.0,5.0
1438,2026-02-23,Breakfast,0,,256,Chocolate Donut (1 medium),Dessert,300.0,4.0,35.0,17.0
1439,2026-02-23,Lunch,250,,257,Tuna Melt,Meal/Processed,450.0,25.0,32.0,25.0
1440,2026-02-23,Snack,240,,258,Apple Cider (1 cup),Beverage,117.0,0.1,29.0,0.3
1441,2026-02-23,Dinner,500,,259,Beef Burrito (large),Meal/Processed,650.0,30.0,70.0,28.0
1442,2026-02-23,Dinner,0,,260,Pico de Gallo (1/4 cup),Condiment,15.0,0.5,3.0,0.0
1443,2026-02-23,Dinner,0,,261,Corn Tortilla (1 medium),Grain,52.0,1.4,11.2,0.7
1444,2026-02-23,Dinner,0,,262,Mussels (3oz steamed),Protein/Seafood,146.0,20.0,6.0,4.0
1445,2026-02-23,Dinner,0,,263,White Wine Sauce (1/4 cup),Condiment,80.0,1.0,4.0,6.0
1446,2026-02-23,Dinner,0,,264,French Bread (2 slices),Grain,180.0,6.0,36.0,1.0
1447,2026-02-23,Snack,0,,265,Blackberries (1 cup),Fruit,62.0,2.0,13.8,0.7
1448,2026-02-23,Breakfast,250,,266,Cheese Danish,Dessert,340.0,7.0,38.0,18.0
1449,2026-02-23,Lunch,250,,267,Chicken Salad Sandwich,Meal/Processed,420.0,20.0,35.0,20.0
1450,2026-02-23,Breakfast,0,,268,Soyrizo (2 oz),Protein/Vegetarian,140.0,10.0,6.0,9.0
1451,2026-02-23,Breakfast,0,,269,Hash Browns (1 cup),Vegetable,330.0,3.0,38.0,19.0
1452,2026-02-23,Breakfast,0,,270,Ketchup (1 packet),Condiment,10.0,0.1,2.5,0.0
1453,2026-02-23,Lunch,500,,271,Philly Cheesesteak (6 inch),Meal/Processed,500.0,25.0,40.0,28.0
1454,2026-02-23,Lunch,0,,272,Cheese Whiz (2 tbsp),Condiment/Processed,90.0,4.0,3.0,7.0
1455,2026-02-23,Lunch,0,,273,Onions (sautéed 1/4 cup),Vegetable,30.0,0.5,5.0,1.0
1456,2026-02-23,Snack,0,,274,Raspberries (1 cup),Fruit,64.0,1.5,14.7,0.8
1457,2026-02-23,Breakfast,0,,275,Cheesy Grits (1 cup),Meal/Grain,210.0,6.0,34.0,6.0
1458,2026-02-23,Dinner,0,,276,Collard Greens (with ham hock),Vegetable,180.0,10.0,15.0,9.0
1459,2026-02-23,Dinner,0,,277,Fried Okra (1 cup),Vegetable,220.0,4.0,25.0,12.0
1460,2026-02-23,Lunch,473,,278,Sweet Tea (16 oz),Beverage,180.0,0.0,46.0,0.0
1461,2026-02-23,Dinner,250,,279,Gyro (1 sandwich),Meal/Meat,600.0,25.0,55.0,30.0
1462,2026-02-23,Dinner,0,,280,Pita Bread (White 1 large),Grain,220.0,7.0,45.0,2.0
1463,2026-02-23,Dinner,0,,98,Tzatziki Sauce (2 tbsp),Condiment/Dairy,30.0,1.5,2.0,2.0
1464,2026-02-23,Snack,0,,281,Baklava (1 piece),Dessert,280.0,3.0,30.0,18.0
1465,2026-02-23,Snack,0,,282,Coconut (shredded 1/4 cup),Fruit,110.0,1.0,4.5,10.5
1466,2026-02-23,Snack,0,,283,S'more (1 serving),Dessert,140.0,2.0,25.0,4.0
1467,2026-02-23,Snack,0,,284,Graham Cracker (1 large rectangle),Grain/Processed,60.0,1.0,11.0,1.5
1468,2026-02-23,Snack,0,,285,Marshmallow (1 large),Dessert,23.0,0.1,5.8,0.0
1469,2026-02-23,Snack,0,,286,Chocolate (Hershey's bar 1 segment),Dessert,25.0,0.3,3.0,1.5
1470,2026-02-23,Lunch,500,,287,Chicken Parm Sandwich,Meal/Processed,650.0,40.0,55.0,30.0
1471,2026-02-23,Lunch,0,,288,Mozzarella (1 slice),Dairy,80.0,6.0,1.0,6.0
1472,2026-02-23,Lunch,0,,289,Bread Roll (hoagie),Grain,200.0,6.0,38.0,2.0
1473,2026-02-23,Dinner,0,,290,Artichoke (1 medium steamed),Vegetable,60.0,4.2,13.4,0.2
1474,2026-02-23,Dinner,0,,291,Mayonnaise (1 tbsp for dipping),Condiment,90.0,0.1,0.1,10.0
1475,2026-02-23,Dinner,0,,292,Calamari (fried 3oz),Meal/Seafood,150.0,13.0,8.0,7.0
1476,2026-02-23,Dinner,0,,293,Lemon Wedge (for calamari),Condiment,3.0,0.1,1.0,0.0
1477,2026-02-23,Snack,355,,294,Root Beer (1 can),Beverage,150.0,0.0,40.0,0.0
1478,2026-02-23,Lunch,0,,295,Chicken McNuggets (6 pcs),Meal/Processed,270.0,15.0,16.0,16.0
1479,2026-02-23,Lunch,0,,296,BBQ Sauce (2 tbsp),Condiment,60.0,0.5,15.0,0.0
1480,2026-02-23,Breakfast,0,,297,Honey (1 tbsp),Condiment,64.0,0.1,17.3,0.0
1481,2026-02-23,Breakfast,250,,298,Tofu Scramble,Meal/Vegetarian,250.0,20.0,8.0,16.0
1482,2026-02-23,Breakfast,0,,299,Turmeric (1 tsp),Condiment,9.0,0.3,1.9,0.1
1483,2026-02-23,Breakfast,0,,300,Nutritional Yeast (1 tbsp),Condiment,20.0,3.0,2.0,0.0
1484,2026-02-23,Dinner,0,,301,Seitan (3oz),Protein/Vegetarian,90.0,18.0,4.0,1.0
1485,2026-02-23,Dinner,240,,302,Vegetable Broth (1 cup),Beverage,15.0,1.0,3.0,0.0
1486,2026-02-23,Dinner,0,,303,Mashed Cauliflower (1 cup),Vegetable,140.0,5.0,12.0,8.0
1487,2026-02-23,Dinner,0,,304,Peanut Sauce (2 tbsp),Condiment,80.0,2.0,4.0,6.0
1488,2026-02-23,Lunch,0,,305,Tempeh (3oz),Protein/Vegetarian,160.0,16.0,8.0,9.0
1489,2026-02-23,Lunch,0,,306,Sauerkraut (1/2 cup),Vegetable,14.0,0.7,3.1,0.1
1490,2026-02-23,Lunch,0,,307,Rye Crispbread (2 slices),Grain,70.0,2.0,14.0,0.5
1491,2026-02-23,Dinner,0,,308,Capers (1 tbsp),Condiment,2.0,0.2,0.4,0.1
1492,2026-02-23,Dinner,0,,309,Chicken Liver (2 oz cooked),Protein/Meat,91.0,13.6,0.6,3.6
1493,2026-02-23,Dinner,0,,310,Onion (1/2 cup raw chopped),Vegetable,32.0,0.9,7.5,0.1
1494,2026-02-23,Dinner,0,,311,Bok Choy (1 cup steamed),Vegetable,10.0,1.5,2.0,0.1
1495,2026-02-23,Snack,0,,312,Gummy Bears (10 pcs),Snack/Dessert,100.0,2.0,22.0,0.0
1496,2026-02-23,Snack,0,,313,Whiskey (1.5 oz shot),Beverage,105.0,0.0,0.1,0.0
1497,2026-02-23,Snack,0,,314,Dates (2 medium Medjool),Fruit,133.0,0.8,36.0,0.1
1498,2026-02-23,Snack,0,,315,Tahini (1 tbsp),Condiment,89.0,2.6,3.2,8.0
1499,2026-02-23,Lunch,0,,316,Chickpeas (1/2 cup canned),Legume,135.0,7.0,22.0,2.0
1500,2026-02-23,Lunch,0,,317,Lettuce (Romaine 2 cups),Vegetable,16.0,1.0,3.0,0.3
1501,2026-02-23,Lunch,0,,318,Italian Dressing (2 tbsp),Condiment,70.0,0.0,3.0,7.0
1502,2026-02-23,Breakfast,0,,319,Turkey Sausage (1 patty),Protein/Meat,70.0,9.0,1.0,4.0
1503,2026-02-23,Breakfast,0,,320,Maple Syrup (1 tbsp),Condiment,52.0,0.0,13.5,0.0
1504,2026-02-23,Lunch,250,,321,Quesadilla (Cheese 1 medium),Meal/Processed,400.0,18.0,35.0,22.0
1505,2026-02-23,Lunch,0,,322,Sour Cream (1 tbsp),Condiment/Dairy,30.0,0.4,0.6,2.9
1506,2026-02-23,Lunch,0,,323,Salsa (2 tbsp),Condiment,10.0,0.5,2.0,0.0
1507,2026-02-23,Dinner,0,,324,Red Cabbage (1 cup raw),Vegetable,22.0,1.1,5.2,0.1
1508,2026-02-23,Dinner,0,,325,Duck (3oz roasted),Protein/Meat,285.0,16.0,0.0,24.0
1509,2026-02-23,Dinner,0,,326,Orange Sauce (1/4 cup for duck),Condiment,90.0,0.5,22.0,0.0
1510,2026-02-23,Dinner,0,,327,Wild Rice (1 cup cooked),Grain,166.0,6.5,35.0,0.6
1511,2026-02-23,Snack,0,,328,Cupcake (Vanilla 1 medium),Dessert,240.0,2.0,35.0,11.0
